,enterprise_id,enterprise_name,enterprise_name_code
1505,MA4W3NE2-8,中山市恒宝纸品工艺,"['0500060', '0227700', '0002270', '0910160', '0301030', '0221400', '0606600', '0101020', '0447170']"
1506,61380387-7,亚太森博（山东）浆纸,"['0101020', '0400300', '0409940', '0430420', '0000000', '0227700', '0409040', '0000000', '0379020', '0221400']"
1507,55104449-9,四川金红叶纸业,"['0602120', '0220000', '0801090', '0211120', '0640000', '0221400', '0321000']"
1508,69064934-0,寿光美伦纸业,"['0503400', '0902120', '0808040', '0282120', '0221400', '0321000']"
1509,59926733-3,山东君上纸业,"['0227700', '0409040', '0176070', '0211000', '0221400', '0321000']"
1510,09219451-8,山东太阳宏河纸业,"['0227700', '0409040', '0400300', '0762000', '0307320', '0311200', '0221400', '0321000']"
1511,06873767-4,山东太阳生活用纸,"['0227700', '0409040', '0400300', '0762000', '0251000', '0321640', '0772200', '0221400']"
1512,70609428-0,山东太阳纸业股份,"['0227700', '0409040', '0400300', '0762000', '0221400', '0321000', '0772470', '0282270']"
1513,MA3BY2KR-1,山东德派克纸业平原分,"['0227700', '0409040', '0242310', '0321320', '0402120', '0221400', '0321000', '0104090', '0712960', '0802270']"
1514,61358898-6,山东晨鸣纸业集团股份,"['0227700', '0409040', '0602320', '0670270', '0221400', '0321000', '0209040', '0602400', '0772470', '0282270']"
1515,59928703-5,山东荣华纸业,"['0227700', '0409040', '0449040', '0244010', '0221400', '0321000']"
1516,09624087-6,山西碧水青山石头纸,"['0227700', '0106040', '0166020', '0129000', '0502270', '0227700', '0106020', '0348000', '0221400']"
1517,MA48T4EY-8,山鹰华中纸业,"['0227700', '0002270', '0244010', '0500060', '0221400', '0321000']"
1518,08159431-3,常州顶丰纸制品,"['0902270', '0320000', '0112820', '0500000', '0221400', '0222000', '0606600']"
1519,MA4UHF5U-2,广东理文卫生用纸,"['0002000', '0409040', '0161150', '0004000', '0171020', '0251000', '0772200', '0221400']"
1520,61841337-6,广州造纸股份,"['0002000', '0320000', '0343060', '0221400', '0772470', '0282270']"
1521,75124492-X,广西金桂浆纸业,"['0002000', '0106040', '0801090', '0449140', '0379020', '0221400', '0321000']"
1522,MA4UUX1A-3,开平市东发纸业,"['0104400', '0104090', '0002270', '0409040', '0234070', '0221400', '0321000']"
1523,33096455-8,徐州中兴纸业,"['0282940', '0320000', '0500060', '0908010', '0221400', '0321000']"
1524,55782498-X,恒安（芜湖）纸业,"['0910160', '0304040', '0000000', '0444120', '0371200', '0000000', '0221400', '0321000']"
1525,69659879-1,恒安（重庆）生活用纸,"['0910160', '0304040', '0000000', '0201050', '0002840', '0000000', '0251000', '0321640', '0772200', '0221400']"
1526,09070702-5,斯道拉恩索（广西）浆纸,"['0428210', '0383060', '0500180', '0603300', '0409030', '0000000', '0002000', '0106040', '0000000', '0379020', '0221400']"
1527,69857770-8,新邵德信绝缘纸板,"['0029210', '0176270', '0242310', '0202610', '0271170', '0271320', '0221400', '0429470']"
1528,33639815-5,江苏济丰包装纸业,"['0311120', '0443300', '0301240', '0500000', '0277120', '0347320', '0221400', '0321000']"
1529,MA35H62L-0,江西理文卫生用纸制造,"['0311120', '0106040', '0161150', '0004000', '0171020', '0251000', '0772200', '0221400', '0222000', '0343060']"
1530,69171572-5,ABB杭州盈控自动化,"['0000000', '0000000', '0000000', '0409170', '0320000', '0171020', '0530120', '0260000', '0147270', '0242100']"
1531,MA28GLGK-8,台州市五嘉塑业,"['0236000', '0320000', '0002270', '0101020', '0404610', '0871040', '0321000']"
1532,70467560-4,台州市五洲船业,"['0236000', '0320000', '0002270', '0101020', '0321000', '0274610', '0321000']"
1533,MA2AM2TL-1,台州市松威机械,"['0236000', '0320000', '0002270', '0489320', '0532000', '0479100', '0439500']"
1534,06416767-8,台州市松群进出口,"['0236000', '0320000', '0002270', '0489320', '0186510', '0353000', '0227720', '0600000']"
1535,MA2AL6U0-1,台州市西缅进出口股份,"['0236000', '0320000', '0002270', '0106040', '0211620', '0353000', '0227720', '0600000', '0772470', '0282270']"
1536,MA28AK89-1,嘉兴速享电器,"['0404610', '0908010', '0353090', '0004070', '0507160', '0666680']"
1537,77074008-0,嘉兴速净环保设备,"['0404610', '0908010', '0353090', '0371570', '0111900', '0262940', '0377470', '0276040']"
1538,MA28BYLN-2,嘉兴速搏管业,"['0404610', '0908010', '0353090', '0530420', '0887770', '0321000']"
1539,76452516-5,宁波五洲医疗器械,"['0302010', '0341470', '0101020', '0321000', '0717180', '0001270', '0666680', '0439500']"
1540,09335452-8,宁波伍德沃克工具,"['0302010', '0341470', '0212120', '0242310', '0321840', '0402120', '0101020', '0778010']"
1541,08477883-9,宁波伍柏阿巴特进出口,"['0302010', '0341470', '0212120', '0469020', '0712200', '0777170', '0245410', '0353000', '0227720', '0600000']"
1542,30899586-8,宁波午森进出口,"['0302010', '0341470', '0804000', '0409940', '0353000', '0227720', '0600000']"
1543,58052041-5,宁波旭东新盛汽配,"['0302010', '0341470', '0460100', '0409040', '0029210', '0531020', '0381170', '0176170']"
1544,55799278-0,宁波旭峰太阳能,"['0302010', '0341470', '0460100', '0277540', '0400300', '0762000', '0222120']"
1545,30900103-6,宁波雅威水净化设备制造,"['0302010', '0341470', '0702150', '0532000', '0129000', '0371570', '0242100', '0377470', '0276040', '0222000', '0343060']"
1546,74946688-1,杭州孚莱达纺织品,"['0409170', '0320000', '0204070', '0449050', '0343080', '0201270', '0261800', '0606600']"
1547,68293840-9,杭州易亿实业,"['0409170', '0320000', '0602270', '0272100', '0308040', '0321000']"
1548,MA28MFNJ-0,杭州易优国际物流,"['0409170', '0320000', '0602270', '0232120', '0601030', '0712910', '0275200', '0301120']"
1549,32816786-7,杭州易怡进出口贸易,"['0409170', '0320000', '0602270', '0930600', '0353000', '0227720', '0600000', '0778020', '0602270']"
1550,71258558-8,浙江三宝印刷,"['0321210', '0311120', '0101010', '0301030', '0777200', '0722000']"
1551,60977051-5,浙江三贝制衣,"['0321210', '0311120', '0101010', '0778020', '0222000', '0007320']"
1552,05956004-5,浙江仁派服饰,"['0321210', '0311120', '0212100', '0321320', '0772470', '0287270']"
1553,59660063-9,浙江伦齐进出口,"['0321210', '0311120', '0282120', '0002240', '0353000', '0227720', '0600000']"
1554,MA29FRYJ-6,浙江全思科技股份,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
1555,32824825-3,浙江全植生物科技,"['0321210', '0311120', '0801040', '0449120', '0251000', '0275200', '0249000', '0540470']"
1556,68559299-2,浙江全泰工具,"['0321210', '0311120', '0801040', '0509090', '0101020', '0778010']"
1557,34196800-1,浙江全行医药,"['0321210', '0311120', '0801040', '0212210', '0717180', '0441270']"
1558,MA29UCPG-5,浙江启哲进出口,"['0321210', '0311120', '0302670', '0526020', '0353000', '0227720', '0600000']"
1559,MA28BEC3-7,浙江日光潮贸易,"['0321210', '0311120', '0601000', '0902120', '0371200', '0778020', '0602270']"
1560,MA01PND6-9,一起玩国际旅行社（北京）劲松门市部,"['0100000', '0478010', '0111120', '0601030', '0712910', '0082320', '0212210', '0342100', '0000000', '0121100', '0009060', '0000000', '0141270', '0489320', '0370010', '0002270', '0076270']"
1561,05253750-4,丁途旅游,"['0102000', '0383090', '0082320', '0381470']"
1562,33254472-5,上海力程国际旅行社,"['0211000', '0381570', '0400270', '0269140', '0601030', '0712910', '0082320', '0212210', '0342100']"
1563,MA1HBAPE-5,上海宏深国际旅行社,"['0211000', '0381570', '0307320', '0371940', '0601030', '0712910', '0082320', '0212210', '0342100']"
1564,32319241-4,上海申茂国际旅行社,"['0211000', '0381570', '0500060', '0442530', '0601030', '0712910', '0082320', '0212210', '0342100']"
1565,05459759-4,上海金翅鸟文化旅游发展,"['0211000', '0381570', '0801090', '0474020', '0271270', '0004000', '0242100', '0082320', '0381470', '0234070', '0772320']"
1566,MA01TRAX-3,中国国际旅行社总社北京北苑路门市部,"['0500060', '0601030', '0601030', '0712910', '0082320', '0212210', '0342100', '0803360', '0342100', '0121100', '0009060', '0121100', '0442120', '0671640', '0370010', '0002270', '0076270']"
1567,MA60PXWC-6,中国旅行社总社（重庆）沙坪坝区华宇广场门市部,"['0500060', '0601030', '0082320', '0212210', '0342100', '0803360', '0342100', '0000000', '0201050', '0002840', '0000000', '0391200', '0411490', '0471820', '0717140', '0244010', '0304010', '0002000', '0471270', '0370010', '0002270', '0076270']"
1568,MA018NJW-7,中康高科国际旅游股份,"['0500060', '0002990', '0002270', '0249000', '0601030', '0712910', '0082320', '0381470', '0772470', '0282270']"
1569,06713274-5,云南咕噜旅行社,"['0107320', '0402270', '0640600', '0670610', '0082320', '0212210', '0342100']"
1570,71941518-6,云南现代国际旅行社,"['0107320', '0402270', '0171120', '0232400', '0601030', '0712910', '0082320', '0212210', '0342100']"
1571,70972204-3,云南阳光旅游集团,"['0107320', '0402270', '0762000', '0902120', '0082320', '0381470', '0209040', '0602400']"
1572,MA78T6CP-2,伊宁市信达国际旅行社,"['0272070', '0302010', '0002270', '0202610', '0343080', '0601030', '0712910', '0082320', '0212210', '0342100']"
1573,MA67JA4W-2,内江熙泰旅行社金科公园王府门市部,"['0402270', '0311120', '0773310', '0509090', '0082320', '0212210', '0342100', '0801090', '0249000', '0807320', '0602120', '0101040', '0002400', '0370010', '0002270', '0076270']"
1574,34843844-1,北京四海天龙旅游开发,"['0121100', '0009060', '0602120', '0381570', '0108040', '0430140', '0082320', '0381470', '0104400', '0234070']"
1575,MA6123FX-3,北京欢乐云国际旅行社重庆分,"['0121100', '0009060', '0774820', '0729040', '0107320', '0601030', '0712910', '0082320', '0212210', '0342100', '0201050', '0002840', '0802270']"
1576,MA004NT5-7,北京洪熹翱翔国际旅行社,"['0121100', '0009060', '0341810', '0403360', '0274200', '0875200', '0601030', '0712910', '0082320', '0212210', '0342100']"
1577,MA20F52K-2,南京半山旅游发展,"['0402270', '0009060', '0905000', '0227700', '0082320', '0381470', '0234070', '0772320']"
1578,MA1W6W39-0,南京小黑鱼旅行社,"['0402270', '0009060', '0900000', '0603310', '0271060', '0082320', '0212210', '0342100']"
1579,MA698RRR-6,四川全球通国际旅行社股份泸州市龙马大道二段服务网点,"['0602120', '0220000', '0801040', '0131990', '0373020', '0601030', '0712910', '0082320', '0212210', '0342100', '0772470', '0282270', '0311070', '0320000', '0002270', '0430140', '0771270', '0408000', '0383060', '0101000', '0774470', '0772470', '0274270', '0772200', '0213360']"
1580,MA699Y63-0,天外来物（成都）旅行社,"['0108040', '0232000', '0509000', '0275200', '0000000', '0532000', '0476270', '0000000', '0082320', '0212210', '0342100']"
1581,MA06XEMJ-6,天津北中国际旅行社北辰区龙居道门市部,"['0108040', '0351070', '0121100', '0500060', '0601030', '0712910', '0082320', '0212210', '0342100', '0121100', '0712320', '0717140', '0430140', '0772640', '0383060', '0370010', '0002270', '0076270']"
1582,08795069-X,好程旅行社（上海）,"['0474470', '0269140', '0082320', '0212210', '0342100', '0000000', '0211000', '0381570', '0000000']"
1583,34063038-3,宁波市文化旅游投资集团,"['0302010', '0341470', '0002270', '0004000', '0242100', '0082320', '0381470', '0570470', '0378020', '0209040', '0602400']"
1584,MA2UX8Y2-2,安徽狂游国际旅行社,"['0304040', '0282400', '0412140', '0381470', '0601030', '0712910', '0082320', '0212210', '0342100']"
1585,MA1W5MNC-X,就爱去国际旅行社,"['0039120', '0204070', '0407320', '0601030', '0712910', '0082320', '0212210', '0342100']"
1586,MA0KWKQN-8,山西红马国际旅行社世贸营业部,"['0227700', '0106040', '0211120', '0771270', '0601030', '0712910', '0082320', '0212210', '0342100', '0447170', '0778020', '0446060', '0321000', '0076270']"
1587,MA344YLP-9,平潭旅游股份,"['0104090', '0311460', '0082320', '0381470', '0772470', '0282270']"
1588,MA9UXC0P-8,广州众游国际旅行社,"['0002000', '0320000', '0808800', '0381470', '0601030', '0712910', '0082320', '0212210', '0342100']"
1589,19043224-1,广州广之旅国际旅行社股份,"['0002000', '0320000', '0002000', '0303020', '0082320', '0601030', '0712910', '0082320', '0212210', '0342100', '0772470', '0282270']"
1590,77628702-9,上海智宇粮油,"['0211000', '0381570', '0866000', '0304010', '0939320', '0351600']"
1591,71224897-9,东莞市三利粮油,"['0409040', '0442120', '0002270', '0101010', '0229000', '0939320', '0351600']"
1592,MA4UK0EA-1,东莞市中之福粮油,"['0409040', '0442120', '0002270', '0500060', '0303020', '0312660', '0939320', '0351600']"
1593,79770143-6,东莞益海嘉里粮油食品工业,"['0409040', '0442120', '0801020', '0381570', '0404610', '0601050', '0939320', '0351600', '0807320', '0606600', '0101020', '0321000']"
1594,57461166-0,中储粮油脂成都,"['0500060', '0242600', '0939320', '0351600', '0722610', '0532000', '0476270']"
1595,58691788-6,中储粮油脂（唐山）,"['0500060', '0242600', '0939320', '0351600', '0722610', '0000000', '0002650', '0227700', '0000000']"
1596,55344944-9,中储粮油脂（天津）,"['0500060', '0242600', '0939320', '0351600', '0722610', '0000000', '0108040', '0351070', '0000000']"
1597,72447574-9,中粮利金（天津）粮油股份,"['0500060', '0939320', '0229000', '0801090', '0000000', '0108040', '0351070', '0000000', '0939320', '0351600', '0772470', '0282270']"
1598,55633991-5,中粮粮油工业（巢湖）,"['0500060', '0939320', '0939320', '0351600', '0101020', '0321000', '0000000', '0229040', '0371200', '0000000']"
1599,55678667-8,中粮粮油工业（重庆）,"['0500060', '0939320', '0939320', '0351600', '0101020', '0321000', '0000000', '0201050', '0002840', '0000000']"
1600,55393124-3,中粮粮油工业（黄冈）,"['0500060', '0939320', '0939320', '0351600', '0101020', '0321000', '0000000', '0448060', '0772200', '0000000']"
1601,73861926-4,九三粮油工业集团,"['0400170', '0101010', '0939320', '0351600', '0101020', '0321000', '0209040', '0602400']"
1602,69068930-X,京粮（天津）粮油工业,"['0009060', '0939320', '0000000', '0108040', '0351070', '0000000', '0939320', '0351600', '0101020', '0321000']"
1603,58084352-1,北京华源兴德粮油制品,"['0121100', '0009060', '0244010', '0311960', '0908010', '0242310', '0939320', '0351600', '0222000', '0606600']"
1604,56951795-2,北京德通顺达粮油制品,"['0121100', '0009060', '0242310', '0373020', '0210820', '0343080', '0939320', '0351600', '0222000', '0606600']"
1605,56951795-3,北京新良粮油工贸,"['0121100', '0009060', '0029210', '0307320', '0939320', '0351600', '0101020', '0778020']"
1606,MA348Y7B-7,厦门原光植物油,"['0712470', '0370010', '0712960', '0902120', '0449120', '0275200', '0351600']"
1607,62160141-5,嘉里粮油（四川）,"['0404610', '0601050', '0939320', '0351600', '0000000', '0602120', '0220000', '0000000']"
1608,61431679-8,嘉里粮油（青岛）,"['0404610', '0601050', '0939320', '0351600', '0000000', '0502270', '0277270', '0000000']"
1609,71519189-1,大海粮油工业（防城港）,"['0408000', '0381570', '0939320', '0351600', '0101020', '0321000', '0000000', '0702270', '0431500', '0341170', '0000000']"
1610,72554425-9,安徽中粮油脂,"['0304040', '0282400', '0500060', '0939320', '0351600', '0722610']"
1611,07561418-9,安徽国伟粮油,"['0304040', '0282400', '0601030', '0252270', '0939320', '0351600']"
1612,68499547-4,安徽达园粮油,"['0304040', '0282400', '0343080', '0602120', '0939320', '0351600']"
1613,70497542-0,安徽阜阳宝鼎粮油,"['0304040', '0282400', '0274070', '0762000', '0301030', '0222270', '0939320', '0351600']"
1614,05449727-8,安徽鼎峰粮油,"['0304040', '0282400', '0222270', '0277540', '0939320', '0351600']"
1615,MA59ARLE-0,广东友粮粮油实业,"['0002000', '0409040', '0404070', '0939320', '0939320', '0351600', '0308040', '0321000']"
1616,59131995-2,广西浦生粮油食品,"['0002000', '0106040', '0331270', '0251000', '0939320', '0351600', '0807320', '0606600']"
1617,59465715-6,成都市鑫禄福粮油,"['0532000', '0476270', '0002270', '0801190', '0372990', '0312660', '0939320', '0351600']"
1618,67716254-6,成都融海粮油,"['0532000', '0476270', '0152360', '0381570', '0939320', '0351600']"
1619,72522182-0,江苏幸福门粮油,"['0311120', '0443300', '0404010', '0312660', '0370010', '0939320', '0351600']"
1620,MA3CH47T-9,东营中润新材料,"['0409040', '0446060', '0500060', '0371200', '0029210', '0449000', '0949000']"
1621,MA53W9PR-8,中山市前诚照明,"['0500060', '0227700', '0002270', '0802210', '0337500', '0673360', '0670200']"
1622,MA53N9H0-7,中山市博利龙照明电器,"['0500060', '0227700', '0002270', '0430420', '0229000', '0430140', '0673360', '0670200', '0507160', '0666680']"
1623,MA53QBJA-3,中山市威辰照明,"['0500060', '0227700', '0002270', '0532000', '0712320', '0673360', '0670200']"
1624,MA4UURHL-9,中山市微牌照明科技,"['0500060', '0227700', '0002270', '0282400', '0260400', '0673360', '0670200', '0249000', '0540470']"
1625,MA53NBYD-7,中山市斯名灯饰制造,"['0500060', '0227700', '0002270', '0428210', '0276020', '0918200', '0287270', '0222000', '0343060']"
1626,MA522JBH-X,中山市智森灯饰,"['0500060', '0227700', '0002270', '0866000', '0409940', '0918200', '0287270']"
1627,MA53X5B5-3,中山市金旗照明,"['0500060', '0227700', '0002270', '0801090', '0082810', '0673360', '0670200']"
1628,MA516UNU-3,中山市鑫胜锋灯饰,"['0500060', '0227700', '0002270', '0801190', '0752100', '0877540', '0918200', '0287270']"
1629,MA523GNX-4,中山市钜东照明电器,"['0500060', '0227700', '0002270', '0817170', '0409040', '0673360', '0670200', '0507160', '0666680']"
1630,MA4UUQWM-X,佛山市乐达凯照明,"['0252270', '0227700', '0002270', '0729040', '0343080', '0277100', '0673360', '0670200']"
1631,MA5EXC17-5,凯笛佳照明（深圳）,"['0277100', '0886050', '0242140', '0673360', '0670200', '0000000', '0371940', '0421000', '0000000']"
1632,MA2DU6TK-0,台州市鑫煌灯饰,"['0236000', '0320000', '0002270', '0801190', '0968140', '0918200', '0287270']"
1633,MA2B8GNT-1,嘉兴益飞勒照明科技,"['0404610', '0908010', '0801020', '0120130', '0445270', '0673360', '0670200', '0249000', '0540470']"
1634,MA2RQKHF-2,安徽爱科美照明,"['0304040', '0282400', '0204070', '0249000', '0808040', '0673360', '0670200']"
1635,MA3N469U-4,山东苏富思照明科技,"['0227700', '0409040', '0443300', '0306060', '0603300', '0673360', '0670200', '0249000', '0540470']"
1636,MA4UUNUU-4,广东姹紫嫣红灯饰,"['0002000', '0409040', '0434140', '0229030', '0414270', '0211120', '0918200', '0287270']"
1637,MA5174Q7-9,广东连盟照明科技,"['0002000', '0409040', '0343050', '0671020', '0673360', '0670200', '0249000', '0540470']"
1638,MA532EP4-X,广东青灯盟照明,"['0002000', '0409040', '0502270', '0918200', '0671020', '0673360', '0670200']"
1639,MA5P4AM8-3,广西麟祉照明科技,"['0002000', '0106040', '0092590', '0312100', '0673360', '0670200', '0249000', '0540470']"
1640,MA4XAA6G-5,惠州市彬赢光电,"['0503330', '0320000', '0002270', '0429220', '0002170', '0902120', '0507160']"
1641,MA1WKX4R-3,江苏海成照明,"['0311120', '0443300', '0381570', '0532000', '0673360', '0670200']"
1642,MA532LWW-2,江门市杰普瑞照明科技,"['0311120', '0370010', '0002270', '0403390', '0806010', '0121270', '0673360', '0670200', '0249000', '0540470']"
1643,MA45JJNW-2,河南晟梆照明科技,"['0311200', '0402270', '0602530', '0479270', '0673360', '0670200', '0249000', '0540470']"
1644,05130526-9,浙江凯耀照明,"['0321210', '0311120', '0277100', '0972150', '0673360', '0670200']"
1645,MA2B4JYL-2,浙江明都创芯电器,"['0321210', '0311120', '0670200', '0476270', '0827000', '0443300', '0507160', '0666680']"
1646,MA2B8EU3-8,浙江派觅琪照明科技,"['0321210', '0311120', '0321320', '0202120', '0141810', '0673360', '0670200', '0249000', '0540470']"
1647,MA2DCEJP-1,浙江西恩照明科技,"['0321210', '0311120', '0106040', '0603300', '0673360', '0670200', '0249000', '0540470']"
1648,MA2AMY5Y-2,浙江长烁灯饰,"['0321210', '0311120', '0427300', '0928940', '0918200', '0287270']"
1649,MA5EXM69-0,深圳市易欣光电,"['0371940', '0421000', '0002270', '0602270', '0772820', '0902120', '0507160']"
1650,79707525-2,上海东海风力发电,"['0211000', '0381570', '0409040', '0381570', '0772100', '0400270', '0234070', '0507160']"
1651,59314315-3,上海临港海上风力发电,"['0211000', '0381570', '0280630', '0341170', '0381570', '0211000', '0772100', '0400270', '0234070', '0507160']"
1652,79891720-4,上海华港风力发电,"['0211000', '0381570', '0244010', '0341170', '0772100', '0400270', '0234070', '0507160']"
1653,58343120-7,上海申能长兴第二风力发电,"['0211000', '0381570', '0500060', '0222120', '0427300', '0908010', '0882270', '0101000', '0772100', '0400270', '0234070', '0507160']"
1654,MA1NNU3C-4,上海电气响水生物质发电,"['0211000', '0381570', '0507160', '0800170', '0670200', '0129000', '0251000', '0275200', '0722820', '0234070', '0507160']"
1655,MA017URW-1,北京保能售电,"['0121100', '0009060', '0262940', '0222120', '0206010', '0507160']"
1656,MA00CU4Y-8,北京成利售电,"['0121100', '0009060', '0532000', '0229000', '0206010', '0507160']"
1657,MA01MG6W-1,北京朝北智慧电力发展,"['0121100', '0009060', '0474200', '0121100', '0866000', '0553370', '0507160', '0400270', '0234070', '0772320']"
1658,MA00EN1A-4,北京贝棱斯售电,"['0121100', '0009060', '0778020', '0449470', '0428210', '0206010', '0507160']"
1659,MA00GQU3-0,北京长城电力供应,"['0121100', '0009060', '0427300', '0431500', '0507160', '0400270', '0242810', '0002190']"
1660,06236712-3,国网四川甘洛县供电,"['0601030', '0772200', '0602120', '0220000', '0447700', '0371640', '0777320', '0242810', '0507160']"
1661,74032912-7,国网四川都江堰市供电,"['0601030', '0772200', '0602120', '0220000', '0476270', '0311120', '0411140', '0002270', '0242810', '0507160']"
1662,16472118-9,国网山东省电力东营供电,"['0601030', '0772200', '0227700', '0409040', '0906020', '0507160', '0400270', '0409040', '0446060', '0242810', '0507160']"
1663,MA3C1NY5-9,国网山东省电力广饶县供电,"['0601030', '0772200', '0227700', '0409040', '0906020', '0507160', '0400270', '0002000', '0257120', '0777320', '0242810', '0507160']"
1664,MA3C098C-7,国网山东省电力长岛县供电,"['0601030', '0772200', '0227700', '0409040', '0906020', '0507160', '0400270', '0427300', '0277270', '0777320', '0242810', '0507160']"
1665,56347089-0,城口县友信水力开发,"['0431500', '0600000', '0777320', '0404070', '0202610', '0129000', '0400270', '0104400', '0234070']"
1666,77485017-2,城口县天成源水电开发,"['0431500', '0600000', '0777320', '0108040', '0532000', '0311960', '0129000', '0507160', '0104400', '0234070']"
1667,76269708-6,城口县蓬源发电,"['0431500', '0600000', '0777320', '0443050', '0311960', '0234070', '0507160']"
1668,75623675-0,城口县鸿源水力资源开发,"['0431500', '0600000', '0777320', '0371270', '0311960', '0129000', '0400270', '0378020', '0311960', '0104400', '0234070']"
1669,76478580-5,池州市三二五发电,"['0341120', '0320000', '0002270', '0101010', '0101000', '0101020', '0234070', '0507160']"
1670,MA2N8NK7-2,池州市秋浦河水电开发,"['0341120', '0320000', '0002270', '0299800', '0331270', '0311200', '0129000', '0507160', '0104400', '0234070']"
1671,MA2NQ7YP-3,池州皖能新能源,"['0341120', '0320000', '0236120', '0222120', '0029210', '0222120', '0311960']"
1672,75801585-5,湖南联诚浪石滩发电,"['0371200', '0402270', '0184840', '0337500', '0331320', '0106020', '0301150', '0234070', '0507160']"
1673,73288984-5,湖南联诚程江口发电,"['0371200', '0402270', '0184840', '0337500', '0269140', '0311120', '0600000', '0234070', '0507160']"
1674,75062569-1,湖南联诚鲤鱼江发电,"['0371200', '0402270', '0184840', '0337500', '0261150', '0271060', '0311120', '0234070', '0507160']"
1675,09293222-6,湖南联运望云山新能源开发,"['0371200', '0402270', '0184840', '0313030', '0071040', '0107320', '0227700', '0029210', '0222120', '0311960', '0104400', '0234070']"
1676,69620853-8,湖南茉莉滩水电开发,"['0371200', '0402270', '0449050', '0449200', '0301150', '0129000', '0507160', '0104400', '0234070']"
1677,MA4LFRWH-1,湖南龙源风力发电,"['0371200', '0402270', '0430140', '0311960', '0772100', '0400270', '0234070', '0507160']"
1678,MA6Y3AQY-6,澄城县红日新能源科技,"['0321180', '0431500', '0777320', '0211120', '0601000', '0029210', '0222120', '0311960', '0249000', '0540470']"
1679,76706579-0,澄江南盘江水电,"['0321180', '0311120', '0402270', '0271020', '0311120', '0129000', '0507160']"
1680,MA1HUCMY-9,上海滕坤汽车零部件,"['0211000', '0381570', '0792990', '0451060', '0381170', '0405000', '0103020', '0076270', '0252000']"
1681,MA496MCF-4,东风汽车底盘系统悬架弹簧工厂,"['0409040', '0772100', '0381170', '0405000', '0002420', '0271020', '0209030', '0201120', '0773330', '0469040', '0182560', '0888060', '0101020', '0712000']"
1682,MA2AFTE6-9,余姚市鼎诚汽车配件,"['0809040', '0424130', '0002270', '0222270', '0337500', '0381170', '0405000', '0176170', '0252000']"
1683,MA4WNL9Y-1,佛山市特森特汽车用品制造,"['0252270', '0227700', '0002270', '0245410', '0409940', '0245410', '0381170', '0405000', '0772200', '0606600', '0222000', '0343060']"
1684,55961861-0,信阳瑞泽汽车精密部件,"['0202610', '0762000', '0121270', '0371540', '0381170', '0405000', '0959270', '0307720', '0076270', '0252000']"
1685,MA17D3BG-5,公主岭市昊晟汽车零部件,"['0807320', '0001040', '0287320', '0002270', '0608040', '0602530', '0381170', '0405000', '0103020', '0076270', '0252000']"
1686,76801910-4,博世汽车部件（长沙）,"['0430420', '0447170', '0381170', '0405000', '0076270', '0252000', '0000000', '0427300', '0391200', '0000000']"
1687,34416195-9,台州杰诚联合汽车配件,"['0236000', '0320000', '0403390', '0337500', '0184840', '0806010', '0381170', '0405000', '0176170', '0252000']"
1688,MA17D3DX-7,吉林省铧锦专用汽车制造,"['0406010', '0449900', '0906020', '0847410', '0867270', '0503020', '0772200', '0381170', '0405000', '0222000', '0343060']"
1689,55499801-X,大连恒祥汽车零部件制造,"['0408000', '0343050', '0910160', '0382510', '0381170', '0405000', '0103020', '0076270', '0252000', '0222000', '0343060']"
1690,60089601-5,天津丰津汽车传动部件,"['0108040', '0351070', '0500000', '0351070', '0381170', '0405000', '0252320', '0147270', '0076270', '0252000']"
1691,MA06WR83-6,天津津丰汽车转向器,"['0108040', '0351070', '0351070', '0500000', '0381170', '0405000', '0455320', '0272200', '0666680']"
1692,MA06WREQ-2,天津越祥汽车部件,"['0108040', '0351070', '0438050', '0382510', '0381170', '0405000', '0076270', '0252000']"
1693,55798527-3,宁波乐驰汽车部件,"['0302010', '0341470', '0729040', '0741120', '0381170', '0405000', '0076270', '0252000']"
1694,55798044-8,宁波余交汽车零部件制造,"['0302010', '0341470', '0809040', '0004080', '0381170', '0405000', '0103020', '0076270', '0252000', '0222000', '0343060']"
1695,MA291QM4-8,宁波正朗汽车零部件,"['0302010', '0341470', '0101010', '0377200', '0381170', '0405000', '0103020', '0076270', '0252000']"
1696,MA2GWH1N-0,宁波索菲亚汽车零部件,"['0302010', '0341470', '0409030', '0441110', '0101020', '0381170', '0405000', '0103020', '0076270', '0252000']"
1697,MA2UE67Y-3,安徽顺拓汽车零部件,"['0304040', '0282400', '0210820', '0510620', '0381170', '0405000', '0103020', '0076270', '0252000']"
1698,MA6XHF4A-9,宝鸡威驰达车辆制造,"['0301030', '0774270', '0532000', '0741120', '0343080', '0405000', '0415270', '0222000', '0343060']"
1699,MA21GPLR-1,宿迁凯泓汽车部件制造,"['0302620', '0323040', '0277100', '0321300', '0381170', '0405000', '0076270', '0252000', '0222000', '0343060']"
1700,05679196-4,广东科世得润汽车部件,"['0002000', '0409040', '0249000', '0447170', '0262410', '0371200', '0381170', '0405000', '0076270', '0252000']"
1701,MA59PHUG-9,广州昌达汽车零部件,"['0002000', '0320000', '0606000', '0343080', '0381170', '0405000', '0103020', '0076270', '0252000']"
1702,MA59PJCY-7,广州鼎佳实业,"['0002000', '0320000', '0222270', '0242140', '0308040', '0321000']"
