,enterprise_id,enterprise_name,enterprise_name_code
2471,59235458-1,信永中和会计师事务所（特殊普通合伙）,"['0202610', '0309020', '0500060', '0269000', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2472,75820142-0,北京红日会计师事务所,"['0121100', '0009060', '0211120', '0601000', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2473,MA6B29NE-4,四川德文会计师事务所（特殊普通合伙）,"['0602120', '0220000', '0242310', '0004000', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2474,59061148-4,大信会计师事务所（特殊普通合伙）,"['0408000', '0202610', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2475,59067605-0,大华会计师事务所（特殊普通合伙）,"['0408000', '0244010', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2476,59234255-6,天职国际会计师事务所（特殊普通合伙）,"['0108040', '0164800', '0601030', '0712910', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2477,71397558-8,安徽新安会计师事务所,"['0304040', '0282400', '0029210', '0304040', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2478,05142139-0,安永华明会计师事务所（特殊普通合伙）,"['0304040', '0309020', '0244010', '0670200', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2479,08549278-7,容诚会计师事务所（特殊普通合伙）,"['0306080', '0337500', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2480,07340169-X,希格玛会计师事务所（特殊普通合伙）,"['0402270', '0479640', '0171270', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2481,39807587-X,广东德本会计师事务,"['0002000', '0409040', '0242310', '0502300', '0807320', '0347000', '0210270', '0500070', '0274270']"
2482,MA9UQ94J-8,广东诚安信会计师事务所（特殊普通合伙）,"['0002000', '0409040', '0337500', '0304040', '0202610', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2483,05587870-X,德勤华永会计师事务所（特殊普通合伙）,"['0242310', '0441270', '0244010', '0309020', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2484,MA9UY3EH-2,明志会计师事务,"['0670200', '0403310', '0807320', '0347000', '0210270', '0500070', '0274270']"
2485,06091343-4,普华永道中天会计师事务所（特殊普通合伙）,"['0806010', '0244010', '0309020', '0383060', '0500060', '0108040', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2486,59964938-2,毕马威华振会计师事务所（特殊普通合伙）,"['0224010', '0771270', '0532000', '0244010', '0510320', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2487,08545886-1,永拓会计师事务所（特殊普通合伙）,"['0309020', '0510620', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2488,71686682-X,江苏立信会计师事务所,"['0311120', '0443300', '0001080', '0202610', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2489,78380000-3,江苏苏港会计师事务所,"['0311120', '0443300', '0443300', '0341170', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2490,13349471-0,上海宝钢铸造,"['0211000', '0381570', '0301030', '0877200', '0857400', '0343060']"
2491,13422023-6,上海海帕压铸件,"['0211000', '0381570', '0381570', '0462020', '0712130', '0857400', '0252000']"
2492,59811614-6,上海蜀玉铸件加工,"['0211000', '0381570', '0601270', '0101030', '0857400', '0252000', '0460000', '0101020']"
2493,25519853-0,临海市创驰铸造,"['0280630', '0381570', '0002270', '0827000', '0741120', '0857400', '0343060']"
2494,74631012-8,台州盛达精密铸造,"['0236000', '0320000', '0531020', '0343080', '0959270', '0307720', '0857400', '0343060']"
2495,67255704-7,嘉善天晟精密铸件股份,"['0404610', '0806010', '0108040', '0602530', '0959270', '0307720', '0857400', '0252000', '0772470', '0282270']"
2496,10373315-1,天津天仪金属制品,"['0108040', '0351070', '0108040', '0242030', '0801090', '0772270', '0222000', '0606600']"
2497,10392845-0,天津市发利汽车压铸件厂,"['0108040', '0351070', '0002270', '0234070', '0229000', '0381170', '0405000', '0712130', '0857400', '0252000', '0712000']"
2498,76760494-2,天津市江瑞钢铸件,"['0108040', '0351070', '0002270', '0311120', '0121270', '0877200', '0857400', '0252000']"
2499,60055473-6,天津英昌钢琴铸件,"['0108040', '0351070', '0448050', '0606000', '0877200', '0112070', '0857400', '0252000']"
2500,79600484-X,宁波爱发科精密铸件,"['0302010', '0341470', '0204070', '0234070', '0249000', '0959270', '0307720', '0857400', '0252000']"
2501,15344324-0,安徽省宁国市亚晨碾磨铸件,"['0304040', '0282400', '0906020', '0302010', '0601030', '0002270', '0101020', '0602320', '0176320', '0002620', '0857400', '0252000']"
2502,15358063-2,安徽省巢湖铸造厂,"['0304040', '0282400', '0906020', '0229040', '0371200', '0857400', '0343060', '0712000']"
2503,66006785-X,宜兴市诚驰压铸件,"['0301020', '0908010', '0002270', '0337500', '0741120', '0712130', '0857400', '0252000']"
2504,X0264519-5,山西省交城县兴龙铸造,"['0227700', '0106040', '0906020', '0004080', '0431500', '0777320', '0908010', '0430140', '0857400', '0343060']"
2505,79739417-3,广州驭风旭铝铸件,"['0002000', '0320000', '0771400', '0772100', '0460100', '0867600', '0857400', '0252000']"
2506,MA5KDGW8-8,广西全垒液压件铸造,"['0002000', '0106040', '0801040', '0231040', '0301470', '0712130', '0252000', '0857400', '0343060']"
2507,75644979-9,徐州国隆电力配件铸造,"['0282940', '0320000', '0601030', '0772150', '0507160', '0400270', '0176170', '0252000', '0857400', '0343060']"
2508,25004689-6,无锡市西漳有色金属铸件,"['0104120', '0867270', '0002270', '0106040', '0301460', '0402270', '0277170', '0801090', '0772270', '0857400', '0252000']"
2509,57540116-3,日比野铸件（常熟）,"['0601000', '0227100', '0671220', '0857400', '0252000', '0000000', '0902270', '0053310', '0000000']"
2510,12346597-5,朝阳飞马车辆设备股份,"['0474200', '0762000', '0120130', '0771270', '0405000', '0415270', '0377470', '0276040', '0772470', '0282270']"
2511,74544203-0,柏乡县金鑫机械铸造,"['0469020', '0202020', '0777320', '0801090', '0801190', '0479100', '0439500', '0857400', '0343060']"
2512,73177295-2,江苏力源金河铸造,"['0311120', '0443300', '0400270', '0311960', '0801090', '0311200', '0857400', '0343060']"
2513,MA1Q38QT-3,江苏新浩祥科技,"['0311120', '0443300', '0029210', '0341610', '0382510', '0249000', '0540470']"
2514,25032864-X,江阴五星焊接铜业,"['0311120', '0772200', '0101020', '0601050', '0968410', '0500440', '0877200', '0321000']"
2515,25040931-9,江阴市合金钢铸造,"['0311120', '0772200', '0002270', '0806010', '0801090', '0877200', '0857400', '0343060']"
2516,77378248-9,江阴市星海铸造,"['0311120', '0772200', '0002270', '0601050', '0381570', '0857400', '0343060']"
2517,75075551-7,沈阳机床银丰铸造,"['0341120', '0762000', '0479100', '0002940', '0877320', '0500000', '0857400', '0343060']"
2518,76245772-8,泽州县世纪球墨铸造,"['0371540', '0320000', '0777320', '0447170', '0271170', '0131990', '0601040', '0857400', '0343060']"
2519,14563086-3,浙江华驰阀门,"['0321210', '0311120', '0244010', '0741120', '0372530', '0370010']"
2520,56021326-6,七天四季酒店（广州）,"['0407100', '0108040', '0602120', '0204070', '0311640', '0002610', '0000000', '0002000', '0320000', '0000000']"
2521,MA5NJL4C-1,三江县城市快捷酒店管理,"['0101010', '0311120', '0777320', '0431500', '0002270', '0950800', '0550810', '0311640', '0002610', '0887770', '0161150']"
2522,13220371-5,上海锦江国际酒店股份,"['0211000', '0381570', '0867270', '0311120', '0601030', '0712910', '0311640', '0002610', '0772470', '0282270']"
2523,72127633-0,上海（海南）旅游联合发展锦江温泉大酒店,"['0211000', '0381570', '0000000', '0381570', '0402270', '0000000', '0082320', '0381470', '0184840', '0806010', '0234070', '0772320', '0867270', '0311120', '0361120', '0269020', '0408000', '0311640', '0002610']"
2524,MA38B0W3-8,上饶市龙潭湖酒店集团,"['0211000', '0257120', '0002270', '0430140', '0311460', '0371200', '0311640', '0002610', '0209040', '0602400']"
2525,10172450-X,中信京城大厦,"['0500060', '0202610', '0009060', '0431500', '0408000', '0712470']"
2526,73216509-7,中山市古镇龙泉酒店,"['0500060', '0227700', '0002270', '0406000', '0847810', '0430140', '0269020', '0311640', '0002610']"
2527,MA0QFEXF-3,丹东隆庭酒店,"['0774400', '0409040', '0772150', '0002410', '0311640', '0002610']"
2528,MA65F82X-9,乐山市金口河区大瓦山乡村酒店,"['0729040', '0227700', '0002270', '0801090', '0600000', '0311200', '0717140', '0408000', '0107170', '0227700', '0202020', '0449000', '0311640', '0002610']"
2529,MA3NWTPD-2,乳山市东方大厦大酒店,"['0224100', '0227700', '0002270', '0409040', '0002270', '0408000', '0712470', '0408000', '0311640', '0002610']"
2530,MA6NHJ77-5,云南富汇酒店,"['0107320', '0402270', '0306060', '0311100', '0311640', '0002610']"
2531,X1831299-3,佛山市南海区谢边银龙酒店,"['0252270', '0227700', '0002270', '0402270', '0381570', '0717140', '0347000', '0343020', '0877320', '0430140', '0311640', '0002610']"
2532,79755028-7,北京三里屯酒店管理,"['0121100', '0009060', '0101010', '0601050', '0507170', '0311640', '0002610', '0887770', '0161150']"
2533,80212373-1,北京京浩达科贸众晶鑫酒店,"['0121100', '0009060', '0009060', '0341610', '0343080', '0249000', '0778020', '0808800', '0606600', '0801190', '0311640', '0002610']"
2534,67878400-5,北京伯豪瑞廷酒店,"['0121100', '0009060', '0262020', '0002320', '0121270', '0124010', '0311640', '0002610']"
2535,MA007WWN-4,北京华正荣泰酒店管理,"['0121100', '0009060', '0244010', '0101010', '0449040', '0509090', '0311640', '0002610', '0887770', '0161150']"
2536,80206089-X,北京城市开发集团丽亭华苑酒店,"['0121100', '0009060', '0431500', '0002270', '0104400', '0234070', '0209040', '0602400', '0102270', '0002010', '0244010', '0442120', '0311640', '0002610']"
2537,10270903-7,北京拉斐特城堡酒店,"['0121100', '0009060', '0500180', '0114000', '0245410', '0431500', '0261040', '0311640', '0002610']"
2538,61677017-7,华天酒店集团股份,"['0244010', '0108040', '0311640', '0002610', '0209040', '0602400', '0772470', '0282270']"
2539,MA5NHT61-5,南宁宏桂家人酒店,"['0402270', '0302010', '0307320', '0449140', '0302320', '0800000', '0311640', '0002610']"
2540,MA35KRP7-6,南昌慧谷酒店管理,"['0402270', '0606000', '0553370', '0806080', '0311640', '0002610', '0887770', '0161150']"
2541,41904810-X,南阳军供宾馆,"['0402270', '0762000', '0375040', '0242810', '0308010', '0237770']"
2542,MA4UU44K-5,台山市旅梦酒店,"['0236000', '0227700', '0002270', '0082320', '0442070', '0311640', '0002610']"
2543,60055084-X,天津利顺德大饭店,"['0108040', '0351070', '0229000', '0210820', '0242310', '0408000', '0227470', '0002610']"
2544,MA2TB108-5,太湖县水乡江南酒店管理,"['0400300', '0371200', '0777320', '0129000', '0202020', '0311120', '0402270', '0311640', '0002610', '0887770', '0161150']"
2545,MA282PMF-X,宁波海曙亚丁酒店,"['0302010', '0341470', '0381570', '0660640', '0101020', '0102000', '0311640', '0002610']"
2546,MA4977HB-8,宜昌三峡美猴王国际旅行社东和宾馆门市部,"['0301020', '0606000', '0101010', '0257800', '0808040', '0472840', '0101040', '0601030', '0712910', '0082320', '0212210', '0342100', '0409040', '0269000', '0308010', '0237770', '0370010', '0002270', '0076270']"
2547,72086020-1,峨眉山旅游股份金顶索道分峨眉山金顶大酒店,"['0237500', '0772670', '0227700', '0082320', '0381470', '0772470', '0282270', '0801090', '0112820', '0409030', '0383060', '0802270', '0237500', '0772670', '0227700', '0801090', '0112820', '0408000', '0311640', '0002610']"
2548,MA496YRG-0,崇阳朋来商务酒店,"['0229010', '0762000', '0772200', '0509000', '0002270', '0274270', '0311640', '0002610']"
2549,33010952-7,平顶山市蕴海锦园大酒店,"['0104090', '0112820', '0227700', '0002270', '0441120', '0381570', '0867270', '0602120', '0408000', '0311640', '0002610']"
2550,MA1GCCD5-5,上海诸神软件科技,"['0211000', '0381570', '0347600', '0352060', '0475820', '0252000', '0249000', '0540470']"
2551,MA1HYXRP-6,上海顶流游戏,"['0211000', '0381570', '0112820', '0301120', '0381470', '0734500']"
2552,MA1JDQA2-8,上海驶向云外游戏工作室,"['0211000', '0381570', '0751060', '0272200', '0107320', '0232000', '0381470', '0734500', '0101020', '0282110', '0301040']"
2553,MA1JDQA2-9,上海龙语游戏软件合伙企业（有限合伙）,"['0211000', '0381570', '0430140', '0317610', '0381470', '0734500', '0475820', '0252000', '0806010', '0292800', '0801010', '0321000', '0000000', '0402270', '0772320', '0806010', '0292800', '0000000']"
2554,07840924-4,中盈网科技（广州）,"['0500060', '0171020', '0772200', '0249000', '0540470', '0000000', '0002000', '0320000', '0000000']"
2555,MA01HUHM-0,北京小蛮游戏软件,"['0121100', '0009060', '0900000', '0001360', '0381470', '0734500', '0475820', '0252000']"
2556,06961925-8,北京掌聚互动游戏软件,"['0121100', '0009060', '0905020', '0172320', '0101020', '0147270', '0381470', '0734500', '0475820', '0252000']"
2557,MA00H8ER-1,北京超视距游戏科技,"['0121100', '0009060', '0478060', '0372120', '0611170', '0381470', '0734500', '0249000', '0540470']"
2558,MA1TEUEJ-8,南京昀趣互动游戏,"['0402270', '0009060', '0670200', '0478040', '0101020', '0147270', '0381470', '0734500']"
2559,MA1MPRW5-3,南京沃夫时趣网络科技,"['0402270', '0009060', '0321840', '0508000', '0640000', '0478040', '0772200', '0271640', '0249000', '0540470']"
2560,30278777-7,南京牧游网络科技,"['0402270', '0009060', '0285400', '0381470', '0772200', '0271640', '0249000', '0540470']"
2561,56420256-4,博雅网络游戏开发（深圳）,"['0430420', '0702150', '0772200', '0271640', '0381470', '0734500', '0104400', '0234070', '0000000', '0371940', '0421000', '0000000']"
2562,MA6BAY55-8,四川物格网络游戏,"['0602120', '0220000', '0275200', '0479640', '0772200', '0271640', '0381470', '0734500']"
2563,MA4LYJG3-7,国银网络科技,"['0601030', '0877320', '0772200', '0271640', '0249000', '0540470']"
2564,69233511-8,境界游戏股份,"['0401120', '0602280', '0381470', '0734500', '0772470', '0282270']"
2565,33585975-7,大连灵壹游戏科技,"['0408000', '0343050', '0178090', '0401080', '0381470', '0734500', '0249000', '0540470']"
